"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","model","tslength","approach","maxE","iter"
"741","5yrs20ages",0.138324538870802,0.105841429052257,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,93
"742","10yrs10ages",0.0240676001920677,0,NA,NA,NA,0.0932389403727073,NA,NA,"prey1010",10,"TAindex",3,93
"743","20yrs5ages",0.0399769888407341,0.0107055578049655,NA,NA,NA,0.0805866967281813,6.10003407110176e-161,NA,"prey520",20,"TAindex",4,93
"744","25yrs4ages",9.32501652761959e-161,3.56874890140751e-31,NA,NA,NA,0.100540606386247,9.32501652761959e-161,0.0189850204764625,"prey425",25,"TAindex",5,93
"745","5yrs20ages",0.731028132196797,0.327633991365102,0.220904811586902,0.922919289933008,0.983003704017301,NA,NA,NA,"prey205",5,"hier",2,94
"746","10yrs10ages",0.0477626967012837,0.00469626807522363,0.01,1.26114980043743,0.97588684022985,2.65603680578489,NA,NA,"prey1010",10,"hier",3,94
"747","20yrs5ages",0.00811915455196052,0.0124388760294611,0.01,1.17169936981632,0.981088208094492,0.62036090819095,0.104212673343572,NA,"prey520",20,"hier",4,94
"748","25yrs4ages",0.00325678609807785,0.0149883953063662,0.01,1.40768214290478,0.987765638040779,0.389894306642804,0.0890470181947094,0,"prey425",25,"hier",5,94
"749","5yrs20ages",6.00190253822691e-286,0.112971810733845,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,94
"750","10yrs10ages",0.0439459368182279,2.68463743872941e-312,NA,NA,NA,0.159044618405574,NA,NA,"prey1010",10,"TAindex",3,94
"751","20yrs5ages",0.170418834751096,0,NA,NA,NA,0.354651230663924,0,NA,"prey520",20,"TAindex",4,94
"752","25yrs4ages",0.257236191066389,0,NA,NA,NA,0.391109717504777,0,9.19663378219831e-308,"prey425",25,"TAindex",5,94
"753","5yrs20ages",0.961381961585652,0.594749084129649,0.0625491672699385,1.1505144628038,0.982157422118871,NA,NA,NA,"prey205",5,"hier",2,95
"754","10yrs10ages",0.0262564757152658,0.011004015923132,0.01,2.60041479742202,0.985338613193001,0.280297559906841,NA,NA,"prey1010",10,"hier",3,95
"755","20yrs5ages",0.0175909934341166,0.141756325207087,0.01,1.58861236142609,0.991421450278839,0.00955412763301196,0.0728238623816502,NA,"prey520",20,"hier",4,95
"756","25yrs4ages",3.32232308712775e-162,0.153830421146887,0.01,1.30995806832405,0.996370330171853,0.0302475708605087,0.0859677885069458,0.00783768992924073,"prey425",25,"hier",5,95
"757","5yrs20ages",0.000385407299540635,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,95
"758","10yrs10ages",0.038078752671308,0,NA,NA,NA,0.119761857375552,NA,NA,"prey1010",10,"TAindex",3,95
"759","20yrs5ages",0.0971251601912273,0.0737441410211055,NA,NA,NA,0.161773435624299,0,NA,"prey520",20,"TAindex",4,95
"760","25yrs4ages",0.186081173730379,0.0982691173243899,NA,NA,NA,0.130842221846042,0,0,"prey425",25,"TAindex",5,95
"761","5yrs20ages",0.581005743610096,0.418834974597701,0.247209329740899,0.845574712445889,0.979996423962264,NA,NA,NA,"prey205",5,"hier",2,96
"762","10yrs10ages",0.351909323014706,0.125865426140513,0.0237618187399982,0.847206855432276,0.972723957156826,0.743127923614205,NA,NA,"prey1010",10,"hier",3,96
"763","20yrs5ages",0.00683002477180239,0.00268135935407701,0.01,1.21726242174172,0.988261403719955,0.511635224153656,0.0527596640687782,NA,"prey520",20,"hier",4,96
"764","25yrs4ages",0.0137034865596067,0.00153319459708687,0.01,2.04280459059869,0.988133669453563,0.520930923512597,0.00590997755765758,0.0592447914677304,"prey425",25,"hier",5,96
"765","5yrs20ages",0.0288002360413012,0.0410726287039096,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,96
"766","10yrs10ages",0.00643944818380375,0,NA,NA,NA,0.166153258576623,NA,NA,"prey1010",10,"TAindex",3,96
"767","20yrs5ages",0.104880834154878,5.57781866526881e-128,NA,NA,NA,0.182838436232568,0,NA,"prey520",20,"TAindex",4,96
"768","25yrs4ages",0.053014046421559,0,NA,NA,NA,0.17629257745408,0,0.00477214097798655,"prey425",25,"TAindex",5,96
"769","5yrs20ages",0.746569655288616,0.756314099779145,0.114732237150054,0.946343677156662,0.985946546934957,NA,NA,NA,"prey205",5,"hier",2,97
"770","10yrs10ages",0.0421145421585167,0.000577053942672496,0.01,1.2975807085507,0.951862152005323,0.691544610025203,NA,NA,"prey1010",10,"hier",3,97
"771","20yrs5ages",0.0343557130691335,6.71862846746076e-188,0.01,1.59347757156138,0.988874500347527,0.377079422891736,0.0130421080672405,NA,"prey520",20,"hier",4,97
"772","25yrs4ages",0.0325955835649876,0.00201086836506383,0.01,2.41595175849246,0.997978269934393,0.22731127820042,0.021160820587245,0.0170483144778031,"prey425",25,"hier",5,97
"773","5yrs20ages",0.11676801897203,1.16084059531773e-68,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,97
"774","10yrs10ages",0.0185901380005085,0,NA,NA,NA,0.162316172771997,NA,NA,"prey1010",10,"TAindex",3,97
"775","20yrs5ages",0.0437253132577439,0.00285583313612929,NA,NA,NA,0.123777622984944,0,NA,"prey520",20,"TAindex",4,97
"776","25yrs4ages",0.0452042873691441,1.42185381911851e-45,NA,NA,NA,0.149038052438714,0,0.00337225024126954,"prey425",25,"TAindex",5,97
"777","5yrs20ages",1.2263522384535,0.332443343309823,0.130139626299214,0.882711492959454,0.98526360531025,NA,NA,NA,"prey205",5,"hier",2,98
"778","10yrs10ages",0.276132343167728,0.307357644504342,0.0158234045616517,0.936685423144796,0.976577777168618,0.578747188054889,NA,NA,"prey1010",10,"hier",3,98
"779","20yrs5ages",0.180688471857089,0.00716908223237936,0.01,1.93254670992952,0.991412204541107,0.38795875901367,0.00765614144436898,NA,"prey520",20,"hier",4,98
"780","25yrs4ages",0.0554300083396225,6.80996286902757e-59,0.01,2.58836775158232,0.997302967858116,0.241233588464682,0.0217081172653789,0.0303744351521347,"prey425",25,"hier",5,98
"781","5yrs20ages",0.13224539030399,8.69908739434296e-48,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,98
"782","10yrs10ages",0.0260569450378436,0,NA,NA,NA,0.248139553270624,NA,NA,"prey1010",10,"TAindex",3,98
"783","20yrs5ages",0.0502768165884849,0.0018766530237348,NA,NA,NA,0.165052094012613,2.30363310093958e-63,NA,"prey520",20,"TAindex",4,98
"784","25yrs4ages",0.00267743970142387,0,NA,NA,NA,0.372772474615689,0,0.011943808268284,"prey425",25,"TAindex",5,98
"785","5yrs20ages",0.768824352383828,0.358167573576653,0.0408474879655892,1.1891934062112,0.978411013366159,NA,NA,NA,"prey205",5,"hier",2,99
"786","10yrs10ages",0.181255772650864,0.915597626093327,0.01,3.66966133259324,0.999105704391905,0,NA,NA,"prey1010",10,"hier",3,99
"787","20yrs5ages",0.17804226313312,0.0219839686313951,0.01,3.19609545270831,0.99287488723306,5.9397953339408e-69,0.0771158002615528,NA,"prey520",20,"hier",4,99
"788","25yrs4ages",0.260593032123853,0.0986715834861664,0.01,2.48645196561769,0.999281643623332,2.39351909360445e-36,0,0.0330978101573295,"prey425",25,"hier",5,99
"789","5yrs20ages",4.30821785713933e-82,0.240572936937126,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,99
"790","10yrs10ages",0.10193398897086,0,NA,NA,NA,0.165056751001984,NA,NA,"prey1010",10,"TAindex",3,99
"791","20yrs5ages",0.31709067074896,0.0793909112251051,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,99
"792","25yrs4ages",0.520691393833225,0.0851493321983131,NA,NA,NA,0.00494693344648278,0,1.19666821763366e-235,"prey425",25,"TAindex",5,99
"793","5yrs20ages",3.14760165477698,2.9537366978207,0.01,2.6273696992771,0.999774050991384,NA,NA,NA,"prey205",5,"hier",2,100
"794","10yrs10ages",0.0910187124076831,0.0806063397019085,0.01,3.81811380890396,0.998130886308834,0.190878652826068,NA,NA,"prey1010",10,"hier",3,100
"795","20yrs5ages",0.135894488040441,0.0492464374767248,0.01,2.61966601492491,0.991781836558148,0,0.0474046210978842,NA,"prey520",20,"hier",4,100
"796","25yrs4ages",0.132839422228897,0.0368530254333476,0.01,2.16773825773156,0.997662786903137,0.0184662035843669,4.45678677690883e-191,0.0482023021192653,"prey425",25,"hier",5,100
"797","5yrs20ages",4.16475772184832e-37,0.262719209736817,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,100
"798","10yrs10ages",0.0777774950500608,1.32578077376008e-246,NA,NA,NA,0.179765359978017,NA,NA,"prey1010",10,"TAindex",3,100
"799","20yrs5ages",0.181411202336584,0.209470667596409,NA,NA,NA,0.000960455547427647,0,NA,"prey520",20,"TAindex",4,100
"800","25yrs4ages",0.404975731359513,0.182787206926555,NA,NA,NA,1.15761686080994e-307,0,9.43992990242403e-308,"prey425",25,"TAindex",5,100
